activity_subset,percentile,value,strategy,strategyLabel,strategyGroup,strategyType
NA,0.62,52.4763087,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,0.63,53.5098583,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,0.64,54.55933239,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,0.65,55.53760232,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,0.66,56.59584116,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,0.67,57.6602786,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,0.68,58.7199429,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,0.69,59.75961462,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,0.7,60.80150537,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,0.71,61.9149977,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,0.72,63.00256275,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,0.73,64.01919959,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,0.74,65.07293658,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,0.75,66.1868284,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,0.76,67.21326404,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,0.77,68.24924322,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,0.78,69.26261533,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,0.79,70.25260453,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,0.8,71.24085277,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,0.81,72.18327958,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,0.82,73.15312258,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,0.83,74.04675824,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,0.84,74.94033449,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,0.85,75.8627703,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,0.86,76.82588417,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,0.87,77.71883336,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,0.88,78.63342516,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,0.89,79.59010379,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,0.9,80.60611606,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,0.91,81.64311393,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,0.92,82.72061657,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,0.93,83.89969593,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,0.94,85.14559485,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,0.95,86.51527297,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,0.96,88.00005196,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,0.97,89.86597087,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,0.98,92.18186377,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,0.99,95.4066373,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,1,99.98841547,bads_outpatients,Elective surgery - recommended mainly outpatient procedure,Planned surgical activity (adult),length of stay reduction
NA,0,0.001043822,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.01,2.870461665,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.02,4.839504234,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.03,6.269054848,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.04,7.229998655,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.05,8.04041434,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.06,8.743992434,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.07,9.365802401,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.08,9.902649487,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.09,10.40394436,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.1,10.9117967,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.11,11.4265316,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.12,11.87072614,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.13,12.30302973,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.14,12.75685144,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.15,13.22346887,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.16,13.68834809,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.17,14.18995152,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.18,14.6803121,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.19,15.20684179,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.2,15.71175048,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.21,16.24411544,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.22,16.77912012,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.23,17.32745579,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.24,17.88987425,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.25,18.49365713,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.26,19.08416019,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.27,19.72064782,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.28,20.34782966,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.29,20.97269291,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.3,21.59756294,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.31,22.23680823,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.32,22.87754733,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.33,23.52285671,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.34,24.15935652,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.35,24.82906206,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.36,25.4441001,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.37,26.07589819,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.38,26.6945118,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.39,27.34454721,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.4,28.01121025,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.41,28.62036785,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.42,29.20290472,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.43,29.80940146,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.44,30.400415,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.45,31.01563768,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.46,31.60296584,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.47,32.22131559,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.48,32.80424837,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.49,33.41332979,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.5,34.01026524,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.51,34.59593691,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.52,35.2361483,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.53,35.85106411,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.54,36.47430853,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.55,37.1149977,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.56,37.75929662,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.57,38.43082121,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.58,39.12552918,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.59,39.82854669,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.6,40.49780783,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.61,41.18888514,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.62,41.90607417,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.63,42.67241104,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.64,43.45653814,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.65,44.24932042,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.66,45.0697961,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.67,45.8911757,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.68,46.72658037,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.69,47.62029168,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.7,48.61073909,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.71,49.59412846,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.72,50.60784212,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.73,51.64606563,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.74,52.70974515,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.75,53.84573009,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.76,54.9251106,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.77,55.9989754,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.78,57.16717063,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.79,58.28546614,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.8,59.48484829,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.81,60.63185912,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.82,61.74344339,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.83,62.89817526,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.84,63.94466001,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.85,64.96598212,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.86,65.93281489,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.87,66.95119043,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.88,67.93072593,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.89,68.97254918,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.9,69.93844231,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.91,70.97911544,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.92,72.06122885,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.93,73.21739192,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.94,74.53247699,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.95,76.03995738,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.96,77.73702949,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.97,79.97188072,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.98,83.04345051,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0.99,88.1567246,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,1,99.98910463,bads_outpatients_or_daycase,Elective surgery - recommended mainly outpatient procedure or day case,Planned surgical activity (adult),length of stay reduction
NA,0,0.000831151,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.01,1.015319266,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.02,1.846115603,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.03,2.59150011,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.04,3.253519216,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.05,3.873328432,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.06,4.479792458,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.07,5.063854979,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.08,5.663340412,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.09,6.212735994,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.1,6.767749504,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.11,7.346608076,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.12,7.940876235,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.13,8.549615561,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.14,9.169723338,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.15,9.805799113,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.16,10.47213184,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.17,11.16263228,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.18,11.88790136,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.19,12.63249355,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.2,13.32297022,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.21,14.04072037,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.22,14.72847985,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.23,15.4209787,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.24,16.06161084,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.25,16.72510853,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.26,17.36013464,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.27,17.9665663,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.28,18.5584643,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.29,19.12281301,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.3,19.63341236,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.31,20.1418338,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.32,20.64894837,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.33,21.10287635,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.34,21.57554238,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.35,22.02802472,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.36,22.47244721,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.37,22.89740441,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.38,23.31267374,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.39,23.71017895,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.4,24.12504065,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.41,24.51933389,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.42,24.91836208,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.43,25.31277421,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.44,25.7065534,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.45,26.14462946,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.46,26.54527606,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.47,26.95381631,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.48,27.35674572,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.49,27.76994362,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.5,28.21345398,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.51,28.65102074,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.52,29.09467401,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.53,29.5614004,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.54,30.02995319,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.55,30.51186978,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.56,31.0075132,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.57,31.50983112,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.58,32.03810348,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.59,32.60652578,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.6,33.2000932,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.61,33.76931879,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.62,34.42260294,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.63,35.06363647,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.64,35.77401703,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.65,36.50843483,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.66,37.26324355,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.67,38.0282298,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.68,38.81995077,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.69,39.63616232,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.7,40.4854582,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.71,41.40522971,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.72,42.32518833,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.73,43.28892037,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.74,44.30699348,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.75,45.42744184,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.76,46.53978955,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.77,47.69569681,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.78,48.95833136,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.79,50.1586269,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.8,51.47809072,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.81,52.83267399,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.82,54.17793043,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
NA,0.83,55.541427,cancelled_operations,Cancelled operations,Planned surgical activity (adult),inpatient admission avoidance
